Season,DayNum_x,WTeamID,WScore_x,LTeamID,LScore_x,WLoc_x,NumOT_x,WState,LState,WSeed,LSeed,WSeedFull,LSeedFull,Conference,Round,Upset,Region,ChalkSeed,GameSlot,X,Y,WTeamName,LTeamName,DayNum_y,WScore_y,LScore_y,WLoc_y,NumOT_y,WFGM,WFGA,WFGM3,WFGA3,WFTM,WFTA,WOR,WDR,WAst,WTO,WStl,WBlk,WPF,LFGM,LFGA,LFGM3,LFGA3,LFTM,LFTA,LOR,LDR,LAst,LTO,LStl,LBlk,LPF
2015,152,1181,81,1277,61,N,0,North Carolina,Michigan,1,7,X01,W07,Atlantic Coast Conference,5,False,WX,,R5WX,16.0,5.0,Duke,Michigan St,152,81,61,N,0,26,50,2,10,27,37,7,29,10,8,9,4,18,22,55,7,20,10,16,9,24,10,14,4,3,28
2015,152,1458,71,1246,64,N,0,Wisconsin,Kentucky,1,1,Z01,Y01,Big Ten Conference,5,False,YZ,,R5YZ,16.0,7.0,Wisconsin,Kentucky,152,71,64,N,0,23,48,7,17,18,22,12,22,10,10,1,2,14,26,54,3,5,9,10,6,16,7,6,5,4,20
2015,154,1181,68,1458,63,N,0,North Carolina,Wisconsin,1,1,X01,Z01,Atlantic Coast Conference,6,False,CH,,R6CH,13.0,6.0,Duke,Wisconsin,154,68,63,N,0,24,51,4,11,16,20,6,27,7,5,4,6,13,25,61,7,21,6,10,11,24,13,5,3,1,15
2016,134,1195,96,1192,65,N,0,Florida,New Jersey,16,16,W16b,W16a,Atlantic Sun Conference,0,False,W,,R0W,,,FL Gulf Coast,F Dickinson,134,96,65,N,0,34,57,8,23,20,34,10,42,27,18,6,4,18,23,70,8,23,11,18,9,24,16,9,9,1,26
2016,134,1455,70,1435,50,N,0,Kansas,Tennessee,11,11,Y11b,Y11a,Missouri Valley Conference,0,False,Y,,R0Y,,,Wichita St,Vanderbilt,134,70,50,N,0,22,59,7,19,19,25,9,34,12,7,5,2,22,16,53,3,19,15,26,9,29,9,12,1,5,23
2016,135,1221,59,1380,55,N,0,Massachusetts,Louisiana,16,16,Z16a,Z16b,Patriot League,0,False,Z,,R0Z,,,Holy Cross,Southern Univ,135,59,55,N,0,18,40,9,25,14,19,2,27,14,14,3,1,13,22,56,3,20,8,11,9,24,10,9,4,2,20
2016,135,1276,67,1409,62,N,0,Michigan,Oklahoma,11,11,W11a,W11b,Big Ten Conference,0,False,W,,R0W,,,Michigan,Tulsa,135,67,62,N,0,24,59,6,25,13,16,12,26,10,8,5,6,14,25,56,3,15,9,15,10,26,10,11,5,6,15
2016,136,1114,85,1345,83,N,2,Arkansas,Indiana,12,5,X12,X05,Sun Belt Conference,1,True,X,5.0,R1X5,11.0,1.0,Ark Little Rock,Purdue,136,85,83,N,2,30,77,9,27,16,28,15,30,9,9,13,0,22,26,62,9,28,22,28,10,42,17,18,2,7,23
2016,136,1139,71,1403,61,N,0,Indiana,Texas,9,8,X09,X08,Big East Conference,1,True,X,8.0,R1X8,13.0,1.0,Butler,Texas Tech,136,71,61,N,0,25,51,9,17,12,16,8,26,14,14,10,2,14,25,54,7,18,4,9,6,22,14,14,8,4,16
2016,136,1163,74,1160,67,N,0,Connecticut,Colorado,9,8,Y09,Y08,American Athletic Conference,1,True,Y,8.0,R1Y8,29.0,11.0,Connecticut,Colorado,136,74,67,N,0,23,58,6,17,22,23,11,25,8,10,8,8,26,23,51,2,10,19,30,9,24,8,12,5,3,22
2016,136,1181,93,1423,85,N,0,North Carolina,North Carolina,4,13,Z04,Z13,Atlantic Coast Conference,1,False,Z,4.0,R1Z4,9.0,11.0,Duke,UNC Wilmington,136,93,85,N,0,29,54,4,15,31,43,12,28,11,10,4,8,18,30,68,11,26,14,19,13,21,10,9,5,3,33
2016,136,1211,68,1371,52,N,0,Washington,New Jersey,11,6,X11,X06,West Coast Conference,1,True,X,6.0,R1X6,5.0,1.0,Gonzaga,Seton Hall,136,68,52,N,0,24,56,6,17,14,21,12,36,12,20,7,2,19,20,62,4,21,8,21,13,21,8,12,11,1,21
2016,136,1231,99,1151,74,N,0,Indiana,Tennessee,5,12,W05,W12,Big Ten Conference,1,False,W,5.0,R1W5,27.0,1.0,Indiana,Chattanooga,136,99,74,N,0,37,57,10,16,15,19,8,22,23,12,10,5,16,28,59,3,17,15,18,9,15,9,15,7,2,19
2016,136,1235,94,1233,81,N,0,Iowa,New York,4,13,X04,X13,Big 12 Conference,1,False,X,4.0,R1X4,9.0,1.0,Iowa St,Iona,136,94,81,N,0,32,64,10,22,20,25,7,28,17,10,9,5,17,31,64,7,24,12,18,9,28,12,13,6,3,20
2016,136,1242,105,1122,79,N,0,Kansas,Tennessee,1,16,Y01,Y16,Big 12 Conference,1,False,Y,1.0,R1Y1,31.0,11.0,Kansas,Austin Peay,136,105,79,N,0,39,70,6,16,21,27,14,27,23,10,8,9,27,25,61,4,15,25,37,15,22,6,12,8,0,23
2016,136,1246,85,1392,57,N,0,Kentucky,New York,4,13,W04,W13,Southeastern Conference,1,False,W,4.0,R1W4,25.0,1.0,Kentucky,Stony Brook,136,85,57,N,0,33,63,4,13,15,17,10,34,14,10,9,15,17,20,76,3,13,14,18,25,21,10,14,6,3,14
2016,136,1274,79,1138,72,N,0,Florida,New York,3,14,Y03,Y14,Atlantic Coast Conference,1,False,Y,3.0,R1Y3,23.0,11.0,Miami FL,Buffalo,136,79,72,N,0,24,54,5,15,26,34,11,33,9,14,5,6,18,23,59,10,26,16,22,8,23,8,10,4,1,26
2016,136,1314,83,1195,67,N,0,North Carolina,Florida,1,16,W01,W16b,Atlantic Coast Conference,1,False,W,1.0,R1W1,31.0,1.0,North Carolina,FL Gulf Coast,136,83,67,N,0,31,73,7,21,14,19,18,23,13,7,8,10,19,25,58,2,11,15,24,15,28,10,14,6,5,19
2016,136,1344,70,1425,69,N,0,Rhode Island,California,9,8,W09,W08,Big East Conference,1,True,W,8.0,R1W8,29.0,1.0,Providence,USC,136,70,69,N,0,25,62,9,24,11,14,8,23,17,6,5,3,15,28,52,6,13,7,13,5,30,13,12,6,2,14
2016,136,1428,80,1201,69,N,0,Utah,California,3,14,X03,X14,Pacific-12 Conference,1,False,X,3.0,R1X3,7.0,1.0,Utah,Fresno St,136,80,69,N,0,27,50,7,18,19,22,15,23,16,20,11,1,11,26,53,7,18,10,12,5,10,8,14,15,3,23
2016,136,1438,81,1214,45,N,0,Virginia,Virginia,1,16,X01,X16,Atlantic Coast Conference,1,False,X,1.0,R1X1,15.0,1.0,Virginia,Hampton,136,81,45,N,0,32,58,12,25,5,8,6,31,20,5,4,7,14,17,56,3,19,8,10,9,22,4,7,1,0,11
2016,136,1455,65,1112,55,N,0,Kansas,Arizona,11,6,Y11b,Y06,Missouri Valley Conference,1,True,Y,6.0,R1Y6,21.0,11.0,Wichita St,Arizona,136,65,55,N,0,24,59,3,20,14,19,9,21,9,6,9,5,21,20,48,6,18,9,15,10,29,7,19,2,3,23
2016,136,1463,79,1124,75,N,0,Connecticut,Texas,12,5,Z12,Z05,Ivy League,1,True,Z,5.0,R1Z5,11.0,11.0,Yale,Baylor,136,79,75,N,0,26,49,5,16,22,29,8,28,14,12,3,4,17,30,68,6,16,9,15,14,18,16,7,9,2,24
2016,137,1218,77,1143,66,N,0,Hawaii,California,13,4,Y13,Y04,Big West Conference,1,True,Y,4.0,R1Y4,25.0,11.0,Hawaii,California,137,77,66,N,0,27,52,3,14,20,25,2,27,8,11,3,3,25,23,56,3,19,17,26,12,26,6,16,3,1,24
2016,137,1234,72,1396,70,N,1,Iowa,Pennsylvania,7,10,Y07,Y10,Big Ten Conference,1,False,Y,7.0,R1Y7,19.0,11.0,Iowa,Temple,137,72,70,N,1,24,69,7,28,17,22,13,25,13,3,6,3,15,30,66,4,18,6,9,13,36,12,12,2,3,21
2016,137,1268,79,1355,74,N,0,Maryland,South Dakota,5,12,Y05,Y12,Big Ten Conference,1,False,Y,5.0,R1Y5,27.0,11.0,Maryland,S Dakota St,137,79,74,N,0,23,45,9,23,24,27,6,23,10,13,5,3,17,24,59,10,29,16,17,11,17,8,11,5,2,19
2016,137,1292,90,1277,81,N,0,Tennessee,Michigan,15,2,X15,X02,Conference USA,1,True,X,2.0,R1X2,1.0,1.0,MTSU,Michigan St,137,90,81,N,0,33,59,11,19,13,21,10,18,16,10,6,5,13,30,54,11,24,10,15,8,22,20,14,6,2,22
2016,137,1320,75,1400,72,N,0,Iowa,Texas,11,6,Z11,Z06,Missouri Valley Conference,1,True,Z,6.0,R1Z6,5.0,11.0,Northern Iowa,Texas,137,75,72,N,0,21,43,8,20,25,32,5,25,7,10,2,3,18,25,56,9,23,13,18,11,21,10,9,2,4,24
2016,137,1323,70,1276,63,N,0,Indiana,Michigan,6,11,W06,W11a,Atlantic Coast Conference,1,False,W,6.0,R1W6,21.0,1.0,Notre Dame,Michigan,137,70,63,N,0,25,43,8,15,12,15,5,28,12,16,3,8,9,25,63,10,27,3,5,11,14,18,7,10,1,14
2016,137,1328,82,1167,68,N,0,Oklahoma,California,2,15,Z02,Z15,Big 12 Conference,1,False,Z,2.0,R1Z2,1.0,11.0,Oklahoma,CS Bakersfield,137,82,68,N,0,28,56,11,20,15,25,10,21,15,10,7,7,15,26,58,5,18,11,14,13,22,15,14,6,3,22
2016,137,1332,91,1221,52,N,0,Oregon,Massachusetts,1,16,Z01,Z16a,Pacific-12 Conference,1,False,Z,1.0,R1Z1,15.0,11.0,Oregon,Holy Cross,137,91,52,N,0,34,61,6,20,17,22,11,33,15,7,1,6,15,20,55,6,23,6,15,8,20,6,10,3,2,17
2016,137,1372,70,1452,56,N,0,Texas,West Virginia,14,3,W14,W03,Southland Conference,1,True,W,3.0,R1W3,23.0,1.0,SF Austin,West Virginia,137,70,56,N,0,17,55,7,23,29,39,11,22,12,7,16,3,25,16,52,3,16,21,27,17,31,8,22,5,7,27
2016,137,1386,78,1153,76,N,0,Pennsylvania,Ohio,8,9,Z08,Z09,Atlantic 10 Conference,1,False,Z,8.0,R1Z8,13.0,11.0,St Joseph's PA,Cincinnati,137,78,76,N,0,28,58,9,24,13,17,10,19,13,6,4,4,18,28,55,10,24,10,13,9,21,13,9,3,6,15
2016,137,1393,70,1173,51,N,0,New York,Ohio,10,7,X10,X07,Atlantic Coast Conference,1,True,X,7.0,R1X7,3.0,1.0,Syracuse,Dayton,137,70,51,N,0,21,53,8,22,20,23,16,32,10,15,7,2,17,18,56,6,22,9,19,10,18,11,9,7,3,16
2016,137,1401,92,1453,65,N,0,Texas,Wisconsin,3,14,Z03,Z14,Southeastern Conference,1,False,Z,3.0,R1Z3,7.0,11.0,Texas A&M,WI Green Bay,137,92,65,N,0,32,57,7,19,21,28,12,33,17,20,13,1,19,21,56,9,27,14,23,7,18,14,18,14,5,23
2016,137,1433,75,1333,67,N,0,Virginia,Oregon,10,7,Z10,Z07,Atlantic 10 Conference,1,True,Z,7.0,R1Z7,3.0,11.0,VCU,Oregon St,137,75,67,N,0,27,56,4,20,17,21,9,31,13,12,3,4,18,25,60,7,17,10,15,7,21,14,6,5,2,19
2016,137,1437,86,1421,56,N,0,Pennsylvania,North Carolina,2,15,Y02,Y15,Big East Conference,1,False,Y,2.0,R1Y2,17.0,11.0,Villanova,UNC Asheville,137,86,56,N,0,33,57,13,28,7,11,7,25,21,11,8,5,10,21,57,5,17,9,13,12,20,11,14,5,2,12
2016,137,1458,47,1338,43,N,0,Wisconsin,Pennsylvania,7,10,W07,W10,Big Ten Conference,1,False,W,7.0,R1W7,19.0,1.0,Wisconsin,Pittsburgh,137,47,43,N,0,17,53,4,19,9,15,12,25,6,6,6,2,11,18,48,3,11,4,7,7,29,6,10,3,3,19
2016,137,1462,71,1451,53,N,0,Ohio,Utah,2,15,W02,W15,Big East Conference,1,False,W,2.0,R1W2,17.0,1.0,Xavier,Weber St,137,71,53,N,0,30,62,7,14,4,4,13,30,14,13,4,2,16,22,57,4,21,5,11,9,18,9,11,8,2,14
2016,138,1181,71,1463,64,N,0,North Carolina,Connecticut,4,12,Z04,Z12,Atlantic Coast Conference,2,False,Z,4.0,R2Z4,10.0,10.0,Duke,Yale,138,71,64,N,0,23,50,11,23,14,16,5,23,12,10,6,7,18,25,65,4,23,10,13,20,22,13,11,5,5,16
2016,138,1211,82,1428,59,N,0,Washington,Utah,11,3,X11,X03,West Coast Conference,2,True,X,3.0,R2X3,6.0,2.0,Gonzaga,Utah,138,82,59,N,0,34,61,9,19,5,6,8,26,14,9,7,3,13,22,52,7,15,8,8,4,20,9,13,5,3,14
2016,138,1231,73,1246,67,N,0,Indiana,Kentucky,5,4,W05,W04,Big Ten Conference,2,True,W,4.0,R2W4,26.0,2.0,Indiana,Kentucky,138,73,67,N,0,25,52,6,21,17,23,6,24,13,13,5,4,22,24,57,4,16,15,19,10,24,8,16,6,2,24
2016,138,1235,78,1114,61,N,0,Iowa,Arkansas,4,12,X04,X12,Big 12 Conference,2,False,X,4.0,R2X4,10.0,2.0,Iowa St,Ark Little Rock,138,78,61,N,0,30,53,11,21,7,16,4,27,15,6,6,0,10,20,54,8,25,13,16,7,25,9,8,1,1,14
2016,138,1242,73,1163,61,N,0,Kansas,Connecticut,1,9,Y01,Y09,Big 12 Conference,2,False,Y,1.0,R2Y1,30.0,10.0,Kansas,Connecticut,138,73,61,N,0,25,51,6,17,17,22,8,36,14,13,3,7,13,21,62,10,22,9,11,5,19,11,6,7,4,19
2016,138,1274,65,1455,57,N,0,Florida,Kansas,3,11,Y03,Y11b,Atlantic Coast Conference,2,False,Y,3.0,R2Y3,22.0,10.0,Miami FL,Wichita St,138,65,57,N,0,21,38,7,12,16,23,2,24,7,16,10,4,15,20,59,6,22,11,14,16,17,8,15,10,0,18
2016,138,1314,85,1344,66,N,0,North Carolina,Rhode Island,1,9,W01,W09,Atlantic Coast Conference,2,False,W,1.0,R2W1,30.0,2.0,North Carolina,Providence,138,85,66,N,0,31,59,4,14,19,21,13,29,12,15,5,4,19,23,57,6,23,14,23,9,15,8,11,5,1,20
2016,138,1438,77,1139,69,N,0,Virginia,Indiana,1,9,X01,X09,Atlantic Coast Conference,2,False,X,1.0,R2X1,14.0,2.0,Virginia,Butler,138,77,69,N,0,29,52,2,10,17,21,6,26,11,9,3,2,13,25,54,7,15,12,17,4,18,9,4,7,1,17
2016,139,1268,73,1218,60,N,0,Maryland,Hawaii,5,13,Y05,Y13,Big Ten Conference,2,False,Y,4.0,R2Y4,26.0,10.0,Maryland,Hawaii,139,73,60,N,0,22,48,1,18,28,31,3,33,8,11,5,7,18,23,70,4,19,10,15,16,26,13,9,2,1,22
2016,139,1323,76,1372,75,N,0,Indiana,Texas,6,14,W06,W14,Atlantic Coast Conference,2,False,W,3.0,R2W3,22.0,2.0,Notre Dame,SF Austin,139,76,75,N,0,29,51,6,17,12,16,11,20,15,13,2,2,12,29,64,8,27,9,9,14,13,19,6,5,5,15
2016,139,1328,85,1433,81,N,0,Oklahoma,Virginia,2,10,Z02,Z10,Big 12 Conference,2,False,Z,2.0,R2Z2,2.0,10.0,Oklahoma,VCU,139,85,81,N,0,29,60,8,26,19,25,11,26,10,12,5,5,18,30,66,11,31,10,16,13,24,16,13,7,1,23
2016,139,1332,69,1386,64,N,0,Oregon,Pennsylvania,1,8,Z01,Z08,Pacific-12 Conference,2,False,Z,1.0,R2Z1,14.0,10.0,Oregon,St Joseph's PA,139,69,64,N,0,21,53,6,24,21,25,7,28,6,11,2,7,19,22,57,4,15,16,20,9,28,7,12,5,0,20
2016,139,1393,75,1292,50,N,0,New York,Tennessee,10,15,X10,X15,Atlantic Coast Conference,2,False,X,2.0,R2X2,2.0,2.0,Syracuse,MTSU,139,75,50,N,0,27,49,8,20,13,22,8,29,14,10,6,11,9,19,64,8,24,4,8,18,17,8,10,4,2,15
2016,139,1401,92,1320,88,N,2,Texas,Iowa,3,11,Z03,Z11,Southeastern Conference,2,False,Z,3.0,R2Z3,6.0,10.0,Texas A&M,Northern Iowa,139,92,88,N,2,31,71,7,31,23,34,13,37,8,14,6,0,23,27,69,12,34,22,27,7,32,16,13,9,3,27
2016,139,1437,87,1234,68,N,0,Pennsylvania,Iowa,2,7,Y02,Y07,Big East Conference,2,False,Y,2.0,R2Y2,18.0,10.0,Villanova,Iowa,139,87,68,N,0,32,54,10,19,13,17,6,26,23,13,9,4,16,27,60,7,24,7,13,10,19,14,13,6,3,19
2016,139,1458,66,1462,63,N,0,Wisconsin,Ohio,7,2,W07,W02,Big Ten Conference,2,True,W,2.0,R2W2,18.0,2.0,Wisconsin,Xavier,139,66,63,N,0,25,59,8,27,8,13,7,31,12,12,3,6,21,22,54,5,16,14,21,5,31,10,8,8,1,17
2016,143,1242,79,1268,63,N,0,Kansas,Maryland,1,5,Y01,Y05,Big 12 Conference,3,False,Y,1.0,R3Y1,28.0,9.0,Kansas,Maryland,143,79,63,N,0,29,62,3,9,18,21,13,30,14,11,5,1,20,22,55,5,25,14,20,6,22,9,9,7,7,23
2016,143,1328,77,1401,63,N,0,Oklahoma,Texas,2,3,Z02,Z03,Big 12 Conference,3,False,Z,2.0,R3Z2,4.0,9.0,Oklahoma,Texas A&M,143,77,63,N,0,31,63,11,25,4,9,10,31,23,15,4,5,18,22,64,6,28,13,24,16,26,14,12,6,4,12
2016,143,1332,82,1181,68,N,0,Oregon,North Carolina,1,4,Z01,Z04,Pacific-12 Conference,3,False,Z,1.0,R3Z1,12.0,9.0,Oregon,Duke,143,82,68,N,0,32,65,10,23,8,17,12,30,22,8,3,5,17,26,59,7,22,9,15,5,27,12,8,4,3,19
2016,143,1437,92,1274,69,N,0,Pennsylvania,Florida,2,3,Y02,Y03,Big East Conference,3,False,Y,2.0,R3Y2,20.0,9.0,Villanova,Miami FL,143,92,69,N,0,32,51,10,15,18,19,9,18,17,8,8,1,16,25,47,10,17,9,13,7,10,12,12,6,1,19
2016,144,1314,101,1231,86,N,0,North Carolina,Indiana,1,5,W01,W05,Atlantic Coast Conference,3,False,W,1.0,R3W1,28.0,3.0,North Carolina,Indiana,144,101,86,N,0,32,62,11,20,26,33,15,22,20,9,7,5,22,25,61,13,31,23,26,15,17,13,12,2,1,27
2016,144,1323,61,1458,56,N,0,Indiana,Wisconsin,6,7,W06,W07,Atlantic Coast Conference,3,False,W,2.0,R3W2,20.0,3.0,Notre Dame,Wisconsin,144,61,56,N,0,22,55,4,13,13,14,11,21,13,12,10,6,9,23,57,6,20,4,6,13,23,11,17,8,4,15
2016,144,1393,63,1211,60,N,0,New York,Washington,10,11,X10,X11,Atlantic Coast Conference,3,False,X,2.0,R3X2,4.0,3.0,Syracuse,Gonzaga,144,63,60,N,0,22,61,5,15,14,16,15,18,9,9,9,10,12,24,55,8,21,4,5,12,25,18,17,4,8,14
2016,144,1438,84,1235,71,N,0,Virginia,Iowa,1,4,X01,X04,Atlantic Coast Conference,3,False,X,1.0,R3X1,12.0,3.0,Virginia,Iowa St,144,84,71,N,0,32,57,4,11,16,24,7,26,26,8,8,5,13,27,52,7,18,10,15,2,22,16,12,6,2,19
2016,145,1328,80,1332,68,N,0,Oklahoma,Oregon,2,1,Z02,Z01,Big 12 Conference,4,True,Z,1.0,R4Z1,8.0,8.0,Oklahoma,Oregon,145,80,68,N,0,27,58,12,24,14,17,14,24,16,15,4,2,21,21,54,4,21,22,30,13,19,10,12,10,2,16
2016,145,1437,64,1242,59,N,0,Pennsylvania,Kansas,2,1,Y02,Y01,Big East Conference,4,True,Y,1.0,R4Y1,24.0,8.0,Villanova,Kansas,145,64,59,N,0,21,52,4,18,18,19,5,23,7,9,11,2,16,23,50,6,22,7,11,6,26,11,16,5,2,19
2016,146,1314,88,1323,74,N,0,North Carolina,Indiana,1,6,W01,W06,Atlantic Coast Conference,4,False,W,1.0,R4W1,24.0,4.0,North Carolina,Notre Dame,146,88,74,N,0,32,52,4,13,20,24,13,19,17,6,4,1,17,27,49,9,18,11,14,5,10,9,7,3,1,18
2016,146,1393,68,1438,62,N,0,New York,Virginia,10,1,X10,X01,Atlantic Coast Conference,4,True,X,1.0,R4X1,8.0,4.0,Syracuse,Virginia,146,68,62,N,0,21,57,6,18,20,25,12,24,10,8,11,7,15,22,53,8,21,10,12,8,26,21,13,3,8,16
2016,152,1314,83,1393,66,N,0,North Carolina,New York,1,10,W01,X10,Atlantic Coast Conference,5,False,WX,,R5WX,16.0,5.0,North Carolina,Syracuse,152,83,66,N,0,35,65,4,17,9,11,16,27,18,12,6,5,12,27,66,8,25,4,13,16,15,5,10,8,4,15
2016,152,1437,95,1328,51,N,0,Pennsylvania,Oklahoma,2,2,Y02,Z02,Big East Conference,5,False,YZ,,R5YZ,16.0,7.0,Villanova,Oklahoma,152,95,51,N,0,35,49,11,18,14,19,7,25,14,11,12,3,11,19,60,6,27,7,11,19,10,8,17,6,2,20
2016,154,1437,77,1314,74,N,0,Pennsylvania,North Carolina,2,1,Y02,W01,Big East Conference,6,True,CH,,R6CH,13.0,6.0,Villanova,North Carolina,154,77,74,N,0,28,48,8,14,13,17,2,21,6,10,5,5,16,27,63,11,17,9,13,16,20,16,11,5,3,20
2017,134,1243,95,1448,88,N,0,Kansas,North Carolina,11,11,Z11a,Z11b,Big 12 Conference,0,False,Z,,R0Z,,,Kansas St,Wake Forest,134,95,88,N,0,31,47,6,16,27,36,7,22,18,15,6,3,26,25,53,9,27,29,32,7,14,14,11,8,1,25
2017,134,1291,67,1309,66,N,0,Maryland,Louisiana,16,16,W16a,W16b,Northeast Conference,0,False,W,,R0W,,,Mt St Mary's,New Orleans,134,67,66,N,0,25,47,10,19,7,13,6,19,14,16,6,1,13,29,54,1,9,7,12,10,18,12,14,10,2,18
2017,135,1413,67,1300,63,N,0,California,North Carolina,16,16,Y16b,Y16a,Big West Conference,0,False,Y,,R0Y,,,UC Davis,NC Central,135,67,63,N,0,22,48,5,16,18,22,6,34,14,18,4,1,13,24,67,5,26,10,13,9,21,14,9,10,0,15
2017,135,1425,75,1344,71,N,0,California,Rhode Island,11,11,W11b,W11a,Pacific-12 Conference,0,False,W,,R0W,,,USC,Providence,135,75,71,N,0,24,57,7,19,20,27,16,20,12,7,4,4,13,25,51,9,20,12,17,7,20,17,9,3,2,21
2017,136,1112,100,1315,82,N,0,Arizona,North Dakota,2,15,X02,X15,Pacific-12 Conference,1,False,X,2.0,R1X2,1.0,1.0,Arizona,North Dakota,136,100,82,N,0,36,62,4,11,24,28,7,33,14,7,3,3,18,32,69,10,22,8,16,9,22,18,6,6,2,23
2017,136,1139,76,1457,64,N,0,Indiana,South Carolina,4,13,Z04,Z13,Big East Conference,1,False,Z,4.0,R1Z4,9.0,11.0,Butler,Winthrop,136,76,64,N,0,24,49,8,19,20,30,5,37,15,12,4,6,15,25,62,9,25,5,10,3,24,12,9,6,1,22
2017,136,1196,80,1190,65,N,0,Florida,Tennessee,4,13,W04,W13,Southeastern Conference,1,False,W,4.0,R1W4,25.0,1.0,Florida,ETSU,136,80,65,N,0,26,54,7,22,21,27,12,26,16,15,12,4,12,25,62,9,24,6,10,13,19,12,17,9,0,19
2017,136,1199,86,1195,80,N,0,Florida,Florida,3,14,X03,X14,Atlantic Coast Conference,1,False,X,3.0,R1X3,7.0,1.0,Florida St,FL Gulf Coast,136,86,80,N,0,30,54,2,13,24,39,9,37,16,16,9,9,19,29,70,8,28,14,20,7,19,18,11,6,1,23
2017,136,1211,66,1355,46,N,0,Washington,South Dakota,1,16,X01,X16,West Coast Conference,1,False,X,1.0,R1X1,15.0,1.0,Gonzaga,S Dakota St,136,66,46,N,0,25,63,8,30,8,18,14,36,8,9,5,7,13,18,58,5,20,5,11,9,29,8,13,3,4,17
2017,136,1235,84,1305,73,N,0,Iowa,Nevada,5,12,Y05,Y12,Big 12 Conference,1,False,Y,5.0,R1Y5,27.0,11.0,Iowa St,Nevada,136,84,73,N,0,30,54,8,19,16,18,7,31,17,13,4,3,15,26,65,8,26,13,16,10,18,13,7,8,4,14
2017,136,1292,81,1278,72,N,0,Tennessee,Minnesota,12,5,Z12,Z05,Conference USA,1,True,Z,5.0,R1Z5,11.0,11.0,MTSU,Minnesota,136,81,72,N,0,28,58,7,13,18,27,11,26,19,8,4,3,20,24,52,6,21,18,21,4,20,15,8,5,3,22
2017,136,1321,68,1435,66,N,0,Illinois,Tennessee,8,9,X08,X09,Big Ten Conference,1,False,X,8.0,R1X8,13.0,1.0,Northwestern,Vanderbilt,136,68,66,N,0,26,53,6,14,10,18,8,29,10,12,7,0,18,21,55,9,26,15,18,7,23,9,10,7,6,16
2017,136,1323,60,1343,58,N,0,Indiana,New Jersey,5,12,X05,X12,Atlantic Coast Conference,1,False,X,5.0,R1X5,11.0,1.0,Notre Dame,Princeton,136,60,58,N,0,21,52,4,11,14,21,9,27,10,6,4,3,9,22,57,8,31,6,6,7,26,13,9,2,4,14
2017,136,1345,80,1436,70,N,0,Indiana,Vermont,4,13,Y04,Y13,Big Ten Conference,1,False,Y,4.0,R1Y4,25.0,11.0,Purdue,Vermont,136,80,70,N,0,31,60,9,20,9,14,11,27,16,10,2,6,15,27,61,10,27,6,10,8,20,21,9,6,1,17
2017,136,1388,85,1433,77,N,0,California,Virginia,7,10,X07,X10,West Coast Conference,1,False,X,7.0,R1X7,3.0,1.0,St Mary's CA,VCU,136,85,77,N,0,25,45,6,17,29,39,7,30,13,15,5,4,20,29,65,2,13,17,26,11,18,6,9,7,4,32
2017,136,1437,76,1291,56,N,0,Pennsylvania,Maryland,1,16,W01,W16a,Big East Conference,1,False,W,1.0,R1W1,31.0,1.0,Villanova,Mt St Mary's,136,76,56,N,0,31,60,6,17,8,11,14,29,14,13,5,3,17,21,57,5,21,9,12,10,17,10,9,5,5,15
2017,136,1438,76,1423,71,N,0,Virginia,North Carolina,5,12,W05,W12,Atlantic Coast Conference,1,False,W,5.0,R1W5,27.0,1.0,Virginia,UNC Wilmington,136,76,71,N,0,26,52,7,17,17,25,6,27,9,8,5,5,19,25,61,10,26,11,17,14,26,15,9,4,2,20
2017,136,1452,86,1137,80,N,0,West Virginia,Pennsylvania,4,13,X04,X13,Big 12 Conference,1,False,X,4.0,R1X4,9.0,1.0,West Virginia,Bucknell,136,86,80,N,0,30,66,5,11,21,29,17,25,15,13,7,5,19,27,59,9,20,17,23,9,23,13,15,8,4,25
2017,136,1458,84,1439,74,N,0,Wisconsin,Virginia,8,9,W08,W09,Big Ten Conference,1,False,W,8.0,R1W8,29.0,1.0,Wisconsin,Virginia Tech,136,84,74,N,0,26,60,13,31,19,25,17,20,19,8,4,3,22,23,49,7,17,21,26,6,19,14,10,3,2,18
2017,136,1462,76,1268,65,N,0,Ohio,Maryland,11,6,X11,X06,Big East Conference,1,True,X,6.0,R1X6,5.0,1.0,Xavier,Maryland,136,76,65,N,0,25,50,9,23,17,24,9,25,15,15,8,2,17,22,54,7,27,14,19,7,17,13,11,7,3,19
2017,137,1116,77,1371,71,N,0,Arkansas,New Jersey,8,9,Z08,Z09,Southeastern Conference,1,False,Z,8.0,R1Z8,13.0,11.0,Arkansas,Seton Hall,137,77,71,N,0,28,60,3,7,18,23,8,24,13,10,12,7,20,26,68,6,17,13,21,21,25,10,15,6,4,18
2017,137,1124,91,1308,73,N,0,Texas,New Mexico,3,14,W03,W14,Big 12 Conference,1,False,W,3.0,R1W3,23.0,1.0,Baylor,New Mexico St,137,91,73,N,0,35,61,4,8,17,19,10,29,15,12,4,7,15,28,64,8,22,9,13,9,18,15,11,6,2,18
2017,137,1153,75,1243,61,N,0,Ohio,Kansas,6,11,Z06,Z11a,American Athletic Conference,1,False,Z,6.0,R1Z6,5.0,11.0,Cincinnati,Kansas St,137,75,61,N,0,27,43,5,11,16,22,7,24,10,11,4,4,12,21,54,7,18,12,15,9,14,10,7,7,2,19
